"","eventid","iyear","imonth","iday","approxdate","extended","resolution","country","country_txt","region","region_txt","provstate","city","latitude","longitude","specificity","vicinity","location","summary","crit1","crit2","crit3","doubtterr","alternative","alternative_txt","multiple","success","suicide","attacktype1","attacktype1_txt","attacktype2","attacktype2_txt","attacktype3","attacktype3_txt","targtype1","targtype1_txt","targsubtype1","targsubtype1_txt","corp1","target1","natlty1","natlty1_txt","targtype2","targtype2_txt","targsubtype2","targsubtype2_txt","corp2","target2","natlty2","natlty2_txt","targtype3","targtype3_txt","targsubtype3","targsubtype3_txt","corp3","target3","natlty3","natlty3_txt","gname","gsubname","gname2","gsubname2","gname3","gsubname3","motive","guncertain1","guncertain2","guncertain3","individual","nperps","nperpcap","claimed","claimmode","claimmode_txt","claim2","claimmode2","claimmode2_txt","claim3","claimmode3","claimmode3_txt","compclaim","weaptype1","weaptype1_txt","weapsubtype1","weapsubtype1_txt","weaptype2","weaptype2_txt","weapsubtype2","weapsubtype2_txt","weaptype3","weaptype3_txt","weapsubtype3","weapsubtype3_txt","weaptype4","weaptype4_txt","weapsubtype4","weapsubtype4_txt","weapdetail","nkill","nkillus","nkillter","nwound","nwoundus","nwoundte","property","propextent","propextent_txt","propvalue","propcomment","ishostkid","nhostkid","nhostkidus","nhours","ndays","divert","kidhijcountry","ransom","ransomamt","ransomamtus","ransompaid","ransompaidus","ransomnote","hostkidoutcome","hostkidoutcome_txt","nreleased","addnotes","scite1","scite2","scite3","dbsource","INT_LOG","INT_IDEO","INT_MISC","INT_ANY","related"
"1915",197308180003,1973,8,18,NA,0,NA,603,"United Kingdom",8,"Western Europe","England","London",51.500152,-0.126236,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,2,"Government (General)",21,"Government Building/Facility/Office",NA,"Offices of prime minister",216,"Great Britain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Irish Republican Army (IRA)",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explosive",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",1,0,1,1,NA
"1916",197308180004,1973,8,18,NA,0,NA,603,"United Kingdom",8,"Western Europe","England","London",51.500152,-0.126236,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,7,"Facility/Infrastructure Attack",NA,NA,NA,NA,1,"Business",3,"Bank/Commerce",NA,"Bank of England",216,"Great Britain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Irish Republican Army (IRA)",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Incendiary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Incendiary",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",1,0,1,1,NA
"1917",197308180005,1973,8,18,NA,0,NA,603,"United Kingdom",8,"Western Europe","Northern Ireland","Portadown",54.42071,-6.443767,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,1,"Assassination",NA,NA,NA,NA,14,"Private Citizens & Property",69,"Religion Identified",NA,"Trevor Holland, Protestant",233,"Northern Ireland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Irish Republican Army (IRA)",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Firearms",5,"Unknown Gun Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Firearm",1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAIN",0,0,1,1,NA
"1918",197308200001,1973,8,20,NA,0,NA,11,"Argentina",3,"South America","Buenos Aires","La Plata",-34.921295,-57.954333,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,2,"Armed Assault",NA,NA,NA,NA,6,"Airports & Aircraft",44,"Airport",NA,"Airport",11,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ejercito Revolucionaria del Pueblo (ERP) (Argentina)",NA,NA,NA,NA,NA,NA,0,NA,NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Firearms",2,"Automatic Weapon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Automatic firearms",0,NA,NA,0,NA,NA,1,3,"Minor (likely < $1 million)",15000,NA,1,-99,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2,"Hostage(s) released by perpetrators",NA,NA,NA,NA,NA,"PGIS",0,0,0,0,NA
"1919",197308200002,1973,8,20,NA,0,NA,603,"United Kingdom",8,"Western Europe","Northern Ireland","Belfast",54.597269,-5.930109,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,1,"Assassination",NA,NA,NA,NA,14,"Private Citizens & Property",69,"Religion Identified",NA,"Charles O'Donnell, Catholic",233,"Northern Ireland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ulster Volunteer Force (UVF)",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bomb",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAIN",0,0,1,1,NA
"1920",197308210001,1973,8,21,NA,0,NA,43,"Chile",3,"South America","Santiago Metropolitan","Santiago",-33.469115,-70.641997,1,0,NA,NA,1,1,1,-9,NA,NA,0,1,0,7,"Facility/Infrastructure Attack",NA,NA,NA,NA,2,"Government (General)",15,"Politician or Political Party Movement/Meeting/Rally",NA,"Christian Democratic Party Hgs",43,"Chile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Incendiary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Incendiary",NA,NA,NA,NA,NA,NA,1,3,"Minor (likely < $1 million)",25000,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",-9,-9,0,-9,NA
"1921",197308230001,1973,8,23,NA,0,NA,603,"United Kingdom",8,"Western Europe","Northern Ireland","Hilltown",54.19404,-6.144144,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,1,"Assassination",NA,NA,NA,NA,14,"Private Citizens & Property",69,"Religion Identified",NA,"Charles McDonnell, Catholic",233,"Northern Ireland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ulster Freedom Fighters (UFF)",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Firearms",5,"Unknown Gun Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Firearm",1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAIN",0,0,1,1,NA
"1922",197308230002,1973,8,23,NA,0,NA,603,"United Kingdom",8,"Western Europe","Northern Ireland","Armagh",54.347539,-6.656108,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,1,"Assassination",NA,NA,NA,NA,14,"Private Citizens & Property",69,"Religion Identified",NA,"Margaret Meeke, Protestant",233,"Northern Ireland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Irish Republican Army (IRA)",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Firearms",4,"Rifle/Shotgun (non-automatic)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sniper",1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAIN",0,0,1,1,NA
"1923",197308240001,1973,8,24,NA,0,NA,603,"United Kingdom",8,"Western Europe","Northern Ireland","Derry",54.99451,-7.319996,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,1,"Assassination",NA,NA,NA,NA,14,"Private Citizens & Property",69,"Religion Identified",NA,"Patrick Duffy, Catholic",233,"Northern Ireland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Irish Republican Army (IRA)",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Firearms",5,"Unknown Gun Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Firearm",1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAIN",0,0,1,1,NA
"1924",197308250001,1973,8,25,NA,0,NA,603,"United Kingdom",8,"Western Europe","Northern Ireland","Belfast",54.597269,-5.930109,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,14,"Private Citizens & Property",69,"Religion Identified","Garage","3 catholics",233,"Northern Ireland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ulster Volunteer Force (UVF)",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",5,"Firearms",5,"Unknown Gun Type",NA,NA,NA,NA,NA,NA,NA,NA,"Bomb; Firearm",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAIN",0,0,1,1,NA
"1925",197308260001,1973,8,26,NA,0,NA,603,"United Kingdom",8,"Western Europe","Northern Ireland","Belfast",54.597269,-5.930109,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,1,"Assassination",NA,NA,NA,NA,14,"Private Citizens & Property",69,"Religion Identified",NA,"Owen Devine, Catholic",233,"Northern Ireland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Irish Republican Army (IRA)",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Firearms",5,"Unknown Gun Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Firearm",1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAIN",0,0,1,1,NA
"1926",197308270002,1973,8,27,NA,0,NA,43,"Chile",3,"South America","Santiago Metropolitan","Santiago",-33.469115,-70.641997,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,7,"Government (Diplomatic)",45,"Diplomatic Personnel (outside of embassy, consulate)",NA,"homes of 2 diplomats, car of another",51,"Cuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explosive",0,NA,NA,0,NA,NA,1,3,"Minor (likely < $1 million)",5000,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",-9,-9,1,1,NA
"1927",197308270003,1973,8,27,NA,0,NA,217,"United States",1,"North America","District of Columbia","Washington",38.89037,-77.031959,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,7,"Government (Diplomatic)",46,"Embassy/Consulate",NA,"British Embassy",216,"Great Britain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Irish Republican Army (IRA)",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",9,"Letter Bomb",6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,"Explosive; Letter bomb",0,NA,NA,1,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",1,0,1,1,NA
"1928",197308280001,1973,8,28,NA,0,NA,11,"Argentina",3,"South America","Buenos Aires","La Plata",-34.921295,-57.954333,1,0,NA,NA,1,1,1,-9,NA,NA,0,1,0,1,"Assassination",NA,NA,NA,NA,14,"Private Citizens & Property",82,"Labor Union Related","CGT","Marcelino Mausilla, Regional CGT Secretary, La Plata",11,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",-9,-9,0,-9,NA
"1929",197308280002,1973,8,28,NA,0,NA,217,"United States",1,"North America","District of Columbia","Washington",38.89037,-77.031959,1,0,NA,NA,1,1,1,0,NA,NA,0,0,0,3,"Bombing/Explosion",NA,NA,NA,NA,2,"Government (General)",18,"Government Personnel (excluding police, military)","UK Govt","unk, Secretary to Mil. attache (he was tgt)",216,"Great Britain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Irish Republican Army (IRA)",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",9,"Letter Bomb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Letter bomb",0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",1,0,1,1,NA
"1930",197308280003,1973,8,28,NA,0,NA,603,"United Kingdom",8,"Western Europe","Northern Ireland","Armagh",54.347539,-6.656108,1,0,NA,NA,1,1,0,1,1,"Insurgency/Guerilla Action",0,1,0,1,"Assassination",NA,NA,NA,NA,4,"Military",34,"Military Personnel (soldiers, troops, officers, forces)","Ulster Defense Regiment","Kenneth Hill, Protestant",233,"Northern Ireland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Irish Republican Army (IRA)",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Firearms",4,"Rifle/Shotgun (non-automatic)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sniper",1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAIN",0,0,1,1,NA
"1931",197308290001,1973,8,29,NA,0,NA,101,"Japan",4,"East Asia",NA,"Tokyo",35.685826,139.756684,1,0,NA,NA,1,1,1,-9,NA,NA,0,1,0,7,"Facility/Infrastructure Attack",NA,NA,NA,NA,7,"Government (Diplomatic)",46,"Embassy/Consulate",NA,"U.S. Embassy Annex",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Incendiary",NA,NA,8,"Incendiary",19,"Molotov Cocktail/Petrol Bomb",NA,NA,NA,NA,NA,NA,NA,NA,"Incendiary; Molotov cocktail",0,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",-9,-9,1,1,NA
"1932",197308300001,1973,8,30,NA,0,NA,603,"United Kingdom",8,"Western Europe","Northern Ireland","Tullyhommon",54.547617,-7.81769,1,0,NA,NA,1,1,0,1,1,"Insurgency/Guerilla Action",0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,4,"Military",34,"Military Personnel (soldiers, troops, officers, forces)","British army","Ronald Beckett",216,"Great Britain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Irish Republican Army (IRA)",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bomb",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAIN",0,0,1,1,NA
"1933",197308300003,1973,8,30,NA,0,NA,603,"United Kingdom",8,"Western Europe","Northern Ireland","Belfast",54.597269,-5.930109,1,0,NA,NA,1,1,0,1,1,"Insurgency/Guerilla Action",0,1,0,1,"Assassination",NA,NA,NA,NA,4,"Military",34,"Military Personnel (soldiers, troops, officers, forces)","British Army","Richard Miller, soldier",216,"Great Britain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Irish Republican Army (IRA)",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Firearms",5,"Unknown Gun Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Firearm",1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAIN",0,0,1,1,NA
"1934",197309000001,1973,9,0,NA,0,NA,11,"Argentina",3,"South America","Buenos Aires","Buenos Aires",-34.6037,-58.381503,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,6,"Hostage Taking (Kidnapping)",NA,NA,NA,NA,10,"Journalists & Media",53,"Newspaper Journalist/Staff/Facility","clarin newspaper","Bernardo Sofovicit, executive",11,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ejercito Revolucionaria del Pueblo (ERP) (Argentina)",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,1,1,0,NA,NA,NA,"Argentina",0,NA,NA,NA,NA,NA,2,"Hostage(s) released by perpetrators",1,NA,NA,NA,NA,"PGIS",0,0,0,0,NA
"1935",197309000002,1973,9,0,NA,0,NA,185,"Spain",8,"Western Europe","Madrid","Madrid",40.416691,-3.700345,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,6,"Airports & Aircraft",NA,NA,NA,"Lan Chile (Chilean Airline)",43,"Chile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Revolutionary Communist League (LCR) (Spain)",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explosive",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",0,1,1,1,NA
"1936",197309000003,1973,9,0,NA,0,NA,185,"Spain",8,"Western Europe","Barcelona","Barcelona",41.387917,2.169919,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,1,"Business",4,"Multinational Corporation",NA,"ITT Offices",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Revolutionary Communist League (LCR) (Spain)",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explosive",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",0,1,1,1,NA
"1937",197309040001,1973,9,4,NA,0,NA,217,"United States",1,"North America","New Jersey","Newark",40.73197,-74.174184,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,1,"Assassination",NA,NA,NA,NA,15,"Religious Figures/Institutions",85,"Religious Figure","Nation of Islam","James Shabazz, head",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Firearms",3,"Handgun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pistol",1,1,NA,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",-9,-9,0,-9,NA
"1938",197309050001,1973,9,5,NA,0,NA,11,"Argentina",3,"South America","Unknown","Unknown",NA,NA,5,0,NA,NA,1,1,1,0,NA,NA,0,1,0,1,"Assassination",NA,NA,NA,NA,4,"Military",34,"Military Personnel (soldiers, troops, officers, forces)","Argentine Navy","Emilio Horacio Larrera, retired Naval Official",11,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ejercito Revolucionaria del Pueblo (ERP) (Argentina)",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Firearms",2,"Automatic Weapon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Automatic firearm",1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",0,0,0,0,NA
"1939",197309050002,1973,9,5,NA,0,NA,98,"Italy",8,"Western Europe","Lazio","Ostia",41.733244,12.278939,1,0,NA,NA,1,1,1,0,NA,NA,0,0,0,3,"Bombing/Explosion",NA,NA,NA,NA,6,"Airports & Aircraft",42,"Aircraft (not at an airport)",NA,"El Al Flight",97,"Israel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Black September",NA,NA,NA,NA,NA,NA,0,NA,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",11,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rocket",0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",1,1,1,1,NA
"1940",197309050003,1973,9,5,NA,1,26915,69,"France",8,"Western Europe","Paris","Paris",48.856614,2.352222,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,5,"Hostage Taking (Barricade Incident)",NA,NA,NA,NA,7,"Government (Diplomatic)",46,"Embassy/Consulate",NA,"Saudi Arabian Embassy",173,"Saudi Arabia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Black September",NA,NA,NA,NA,NA,NA,0,NA,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Firearms",2,"Automatic Weapon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Automatic firearms",0,NA,NA,0,NA,NA,1,3,"Minor (likely < $1 million)",15000,NA,1,13,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2,"Hostage(s) released by perpetrators",13,NA,NA,NA,NA,"PGIS",1,1,1,1,NA
"1941",197309050004,1973,9,5,NA,0,NA,603,"United Kingdom",8,"Western Europe","Northern Ireland","Belcoo",54.296399,-7.871465,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,14,"Private Citizens & Property",69,"Religion Identified",NA,"Patrick Duffy, Catholic",233,"Northern Ireland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Irish Republican Army (IRA)",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Booby-trap bomb",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAIN",0,0,1,1,NA
